Gene,N-FACS (1+2+3),N-T0 (2+3),N-T3 (1+2+3)
CG33986,0,0,0
CG33993,0.713522944,0.419025323,0.141635844
CG33995,0,0,0
CG33998,0,0,0
CG34001,5.23830359,4.927420398,3.633114219
CG34002,0.186002762,0.202270716,0.33066029
CG34005,0,0,0
CG34007,0.22168571,0,0
CG34008,22.90505827,22.74963664,21.82785506
CG34010,0.031214078,0,0
CG34011,0.031214078,0,0
CG34012,0.093642235,0.052041256,0
CG34015,7.508219457,5.216090705,4.36665804
CG3402,23.28241738,23.47871798,19.94142198
CG34021,0.031214078,0.179197242,0.273694597
CG34023,0,0,0
CG34025,0.437915602,0,0
CG34026,0,0.112672095,0
CG34027,0.187284471,0.089598621,0.149622271
CG34028,0,0,0.038123022
CG34029,0.031214078,0,0
CG34030,0.033448513,0,0
CG34031,0.193987775,0.104082512,0.186466141
CG34033,0.159257553,0.306353228,0.503711882
CG34034,0.784457626,0.433509214,1.453294592
CG34038,0,0,0
CG34039,5.413394716,7.256984542,6.552966495
CG34040,0,0,0.0326949
CG34041,0.02993237,0,0.0653898
CG34043,0.033448513,0.766134946,0.285829993
CG34045,0,0,0
CG34049,0.031214078,0,0
CG34050,0,0,0
CG34051,0.943715179,0.462476995,0.56738485
CG34054,0,0.291869337,0.141635844
CG34056,2.248558467,1.358463205,1.103480119
CG34057,1.365139242,1.398715847,1.686837821
CG3407,15.08842855,19.68492035,19.04368835
CG3408,137.79833,62.5437167,45.35511943
CG3409,0,0,0
CG34105,0,0,0
CG34106,0,0,0
CG34107,0.031214078,0,0.070817922
CG34109,0,0,0.152492089
CG34112,6.127507616,5.309392109,4.200751403
CG34113,19.9456891,5.595870893,7.356175253
CG34114,15.13772503,0.297763644,0.230017285
CG34115,0.031214078,0,0
CG34116,5.479497322,9.771136481,9.075893321
CG34117,19.91630958,19.01815762,18.74371991
CG34120,1.118182561,8.838600414,9.864282211
CG34124,1.780710496,1.306421949,1.534968759
CG34125,48.20307357,54.69644469,55.36772836
CG34126,57.13973697,68.03230605,63.37239928
CG34127,12.36622783,0.089598621,0.039402174
CG34129,0.031214078,0,0
CG34130,0,0,0
CG34132,54.41500988,36.50135007,27.56529126
CG34133,68.72404629,85.84323744,75.57407435
CG34134,4.495937457,5.101227086,4.219905587
CG34135,0,0,0
CG34136,1.016691767,1.959381047,0.767829387
CG34137,0.457107012,0.052041256,0.038123022
CG34138,0.390209985,0.546181309,0.439601234
CG34140,0,0,0
CG34141,1.571478669,1.4711353,2.029541229
CG34148,5.551362878,9.473876591,9.155101461
CG34149,6.481875911,12.63559707,12.34258938
CG34150,15.88623671,18.84485469,20.0871982
CG34155,6.417157246,0.806387588,0.764833402
CG34159,52.72191111,51.87256398,56.84483156
CG34160,0.062428157,0.052041256,0.153771241
CG34161,0.092360527,0.052041256,0.182317171
CG34162,0,0,0
CG34163,34.8191765,26.71134665,22.04614074
CG34164,0,0,0
CG34165,13.23628415,4.046421833,7.144092178
CG34166,0.180875926,2.658990846,0.55952459
CG34167,0.064662592,0.052041256,0.039402174
CG34168,0.031214078,0,0
CG34169,0,0,0
CG34170,0.062428157,0.037557365,0
CG34171,0,0,0
CG34172,0.061146448,0.052041256,0.078804349
CG34173,0,0,0
CG34174,9.436925035,12.45909511,12.96020657
CG34175,0.131559618,0,0
CG34176,0,0,0.038123022
CG34177,0,0,0
CG34178,0,0,0
CG34179,0,0,0
CG34180,7.887756928,9.707306612,8.61957004
CG34181,0,0,0
CG34183,27.86363648,28.51780296,30.56450392
CG34184,0.225201854,0,0.115648219
CG34185,0.059864739,0.089598621,0
CG34188,0.093642235,0,0
CG34189,0.7580414,0.933543574,0.808510713
CG34190,0.062428157,0,0.039402174
CG34191,26.43356174,25.14403816,26.51871064
CG34193,0.124856314,0,0
CG34194,0.797569474,0.164713351,0.268140307
CG34195,17.53247088,12.63509332,12.4343453
CG34196,0.062428157,0,0.0326949
CG34198,0,0,0
CG34199,0.031214078,0,0.038123022
CG3420,17.86527732,18.77024371,18.09821213
CG34200,37.24241962,24.30077347,21.2741032
CG34201,0.064662592,0,0.0326949
CG34202,0,0,0.0980847
CG34203,0.031214078,0,0.038123022
CG34204,0,0,0
CG34205,0.242022375,0.800493281,1.084637448
CG34206,0.372005524,0.419025323,0.430024142
CG34207,4.861794974,17.19283437,17.89965308
CG34208,0.220075018,0.07511473,0
CG34210,0.031214078,0.052041256,0.208304797
CG34211,0.062428157,0.089598621,0.038123022
CG34212,0,6.600322661,1.430866799
CG34213,3.087198263,3.846846393,3.111872706
CG34214,1.081354358,1.699174767,1.526233139
CG34215,0.216887857,0.037557365,0.118206523
CG34216,0.426743428,0.141639877,0.187745293
CG34217,1.778839266,0.687821186,1.080673823
CG34219,14.49355828,13.65554024,11.28987234
CG34220,1.106352421,1.846708951,2.0083587
CG34221,0.062428157,0.052041256,0
CG34222,0.093642235,0.089598621,0.114369066
CG34223,0,0,0
CG34224,0,0,0
CG34225,0,0,0
CG34227,0,0,0
CG34228,10.72050078,13.76231803,13.6010946
CG34229,9.426364233,11.37212304,11.67737216
CG34230,0.09587667,0.07511473,0.115648219
CG34231,34.77562358,46.02658766,52.10153697
CG34232,3.312763322,2.404175121,6.391579519
CG34234,1.396024338,0.439403521,0.401478212
CG34235,0,0,0
CG34236,0.187284471,0,0
CG34238,0.033448513,0,0.038123022
CG34241,0,0,0
CG34242,4.018130575,8.594565795,7.957029486
CG34244,0.062428157,0.052041256,0.038123022
CG34245,0,0,0
CG34247,0.062428157,0,0
CG34248,0,0,0
CG34250,7.453447331,19.46985351,18.00160052
CG34251,0,0,0
CG34253,0,0.239828081,0.181038019
CG34254,0.162773697,0.537591726,0.364634342
CG34256,0.402890619,0.112672095,0.551100483
CG34258,0,0,0
CG34259,0.031214078,0,0
CG34260,0.094594961,0,0
CG34261,20.93125463,22.29995577,18.40573011
CG34263,0.970460387,0.933543574,0.462719042
CG34264,0.804272779,0.878807042,0.873774346
CG34265,0,0,0.0326949
CG34266,0.031214078,0,0
CG34267,0.121011187,0,0.104791974
CG34268,0.093642235,0.07511473,0.038123022
CG34269,0.031214078,0.179197242,0.182317171
CG34273,0,0,0
CG34274,0.062428157,0,0
CG34276,0.159257553,0.052041256,0.285829993
CG34277,0,0,0
CG34278,0.218169566,0.141639877,0.442159539
CG34279,0,0,0
CG34280,0,0,0
CG34281,0,0,0.072097074
CG34282,0.062428157,0,0
CG34283,0.02993237,0.037557365,0.0653898
CG34284,0,0.208165023,0
CG34286,0,0,0
CG34287,1.552287259,3.311949944,2.536375263
CG34288,0,0.052041256,0.038123022
CG34289,0,0,0
CG34290,0.127090749,0.300458921,0.038123022
CG34291,0,0,0
CG34292,0,0,0
CG34293,4.692510501,7.459255258,6.701494959
CG34295,0.031214078,0,0
CG34296,0.091078818,0,0.038123022
CG34297,0,0,0
CG34298,0,0,0
CG34299,0.031214078,0.127155986,0.078804349
CG3430,63.66740928,62.40444486,50.01627689
CG34300,0.062428157,0,0.148343119
CG34301,0.165008132,0,0
CG34302,0.066897027,0,0.076246044
CG34303,0,0,0.077525197
CG34305,0.32203125,1.433577935,3.314589325
CG34307,0,0.07511473,0.0653898
CG34308,0.063380883,0.112672095,0.175609897
CG34309,2.348677256,0.052041256,0.076246044
CG34310,18.9436832,22.44547494,18.15748458
CG34312,0.062428157,0.089598621,0.038123022
CG34313,0,0,0
CG34314,0,0,0
CG34315,0,0,0
CG34316,0.78669206,0.254311972,0.531820132
CG34317,0,0,0
CG34320,0,0.037557365,0.077525197
CG34323,0,0.104082512,0.076246044
CG34324,0.089797109,0.112672095,0
CG34325,2.197733699,0.193681133,0.116927371
CG34327,0.031214078,0,0
CG34328,0,0,0.038123022
CG34330,0,0.50003436,0.329381138
CG34331,0,1.248486386,0.82894405
CG34332,0,0.179197242,0.300835207
CG34334,0.122292896,0,0
CG34337,0,0,0
CG34338,0,0,0
CG3434,30.1589037,32.122126,26.73541267
CG34340,3.461903658,0.156123767,0
CG34342,0.062428157,0,0
CG34345,0.406406763,0.112672095,0
CG34347,26.78955599,1.436776965,2.167869576
CG34348,10.86944859,20.05729497,17.24928102
CG34351,5.334747929,0.052041256,0
CG34353,15.15021112,5.724034386,0.672614504
CG34354,12.42425513,0.052041256,0.114369066
CG34355,18.47583812,1.491513498,1.138733323
CG34356,17.32997904,15.78384117,16.93004082
CG34357,6.887239652,0.283279753,0.654613305
CG3436,104.7315134,66.89684478,63.66310945
CG34362,56.15036125,0.179197242,0.148343119
CG34367,0.603581699,0.193681133,0.227147468
CG3437,14.50673814,24.82269729,25.8010797
CG34370,14.82524333,1.968474384,2.414861242
CG34371,11.99457314,6.45160446,7.723047789
CG34375,0.033448513,0,0.038123022
CG34376,49.93923182,60.4293959,50.62726318
CG34377,2.257666883,0.104082512,0.072097074
CG34380,131.1099007,129.8019527,147.1762773
CG34382,2.521965597,1.650332542,2.271382398
CG34383,28.45120604,0.948027465,0.406906334
CG34384,38.93320892,50.71145892,73.50997853
CG34386,1.319236846,1.739931163,3.787070805
CG34391,7.021657448,0,0
CG34393,2.392900951,0.104082512,0
CG34394,77.90273822,55.99105225,57.15472143
CG34396,6.74097978,1.133119014,0.808696059
CG34398,0.325547394,0.381467958,0.289978963
CG34401,236.6670366,195.4145922,192.4326366
CG34402,2.670413745,0,0.104791974
CG34404,49.37099215,48.68389073,51.27192949
CG34408,39.25960927,47.69999367,52.42978074
CG34409,1.558140069,1.644438235,3.88268948
CG34411,1.204928963,1.135814291,1.196010529
CG34417,11.88557471,2.274827612,1.707835005
CG34422,288.2160126,243.0219906,242.9072161
CG34423,2.964610606,6.702213649,13.78571774
CG34424,16.66411512,28.52369727,36.2321751
CG34425,0,0,0.0326949
CG34426,0,0,0
CG34427,0,0,0.039402174
CG34428,0,0,0.077525197
CG34429,0.031214078,0,0
CG34430,1.836208597,2.210997742,2.337428324
CG34431,5.38300928,5.355539058,5.421066613
CG34432,0.031214078,0,0
CG34433,0,0,0.038123022
CG34434,0.218169566,0.104082512,0.300835207
CG34435,0.062428157,0,0
CG34436,0,0.127155986,0.039402174
CG34437,0,0.537591726,0.224589163
CG34439,39.57743921,35.81823918,33.81822232
CG34442,0.369442106,0,0.263991338
CG34443,0.062428157,0,0
CG34444,0,0,0
CG34445,0.092360527,0,0
CG34446,0.031214078,0,0
CG34447,0,0,0
CG34448,0,0,0
CG34449,110.1462463,162.6302631,142.3243762
CG34450,0.437915602,0.77472453,0.86578792
CG34451,0.062428157,0,0
CG34452,0.031214078,0.037557365,0
CG34453,0.947231322,0.254311972,0.323953015
CG34454,0.461802633,0.358394484,0.53054098
CG34456,3.129947721,3.135951733,2.453261889
CG34457,0.031214078,0.089598621,0
CG34458,0,0,0
CG34459,0.303168823,0.127155986,0.322673863
CG3446,108.7733723,104.393704,98.70856411
CG34460,0.597173155,1.39282154,1.268233771
CG34461,0.062428157,0,0
CG34462,0.031214078,0,0
CG3448,9.945933624,34.30078042,50.45363993
CG3457,0.165008132,1.540355723,2.80594618
CG3473,0,0,0
CG3476,23.5422711,36.86596611,50.30022999
CG3483,0,0,0
CG3491,0.248101936,0,0.076246044
CG3492,0.09587667,0.156123767,0.070817922
CG3494,0,0.037557365,0.038123022
CG3499,161.0288454,206.367565,221.9089544
CG3500,32.75337843,50.03494837,48.5174114
CG3501,43.02887684,31.30226203,23.88488151
CG3502,0.528370676,0.612706456,0.784955225
CG3505,0.312435545,1.297832365,0.635332954
CG3511,43.03103133,52.697642,51.3967836
CG3513,0,0,0
CG3515,0,0,0.072097074
CG3517,0.09587667,0,0
CG3520,30.68272556,49.79983058,44.95677197
CG3523,468.0125228,905.6447034,754.9291613
CG3526,0,0,0
CG3527,47.41809487,38.51748267,35.8196884
CG3528,0,0.07511473,0
CG3529,21.76414631,19.03465653,24.46992137
CG3530,77.41690333,96.43204637,93.44450975
CG3534,10.67598233,16.94172143,17.34053228
CG3542,161.8276418,121.5634649,104.5412418
CG3544,0.09587667,0.07511473,0.258563215
CG3546,0.09587667,0,0.0653898
CG3548,45.29429381,35.31971608,32.12796646
CG3552,21.09104563,47.48104754,43.93511827
CG3556,70.54636301,24.28913559,11.95408803
CG3557,0.429930588,0.419025323,0.460160738
CG3558,77.80773504,80.89342383,77.96394247
CG3560,80.59906389,70.33275168,64.58183167
CG3565,0.129325183,0.104082512,0.039402174
CG3566,27.62064945,43.19968443,49.11001906
CG3568,71.64157284,72.48984389,64.72626174
CG3570,16.69179164,23.0339239,23.84113642
CG3581,0.22168571,0.156123767,0.149622271
CG3587,7.650032746,11.5368364,11.23905008
CG3588,0.094594961,0.052041256,0
CG3589,14.26343449,26.38932552,28.99203438
CG3592,0,0,0
CG3597,1.224312902,0.800493281,0.695294632
CG3598,0.033448513,0,0
CG3603,0.802230872,2.65309654,2.452546584
CG3604,0,0,0
CG3605,221.8962305,233.1008011,203.6583451
CG3608,33.23928406,57.61916809,58.15279385
CG3609,27.63683631,61.50238783,71.64046517
CG3610,0.089797109,0,0.038123022
CG3611,0.062428157,0,0
CG3618,76.04145276,68.96771391,56.02258511
CG3621,30.43707201,39.27941108,37.5840861
CG3625,291.0037349,218.7823517,157.0167663
CG3626,71.93575662,108.8601587,95.46829386
CG3630,27.05093511,25.88929116,23.70396887
CG3631,16.42222963,20.38133112,19.11266328
CG3632,68.5821621,109.7881352,106.922879
CG3634,70.72909534,83.0774688,76.39863458
CG3635,2.842488387,3.933749737,4.866970145
CG3638,276.5425433,223.9237541,245.6609365
CG3640,0,0,0
CG3645,28.05137648,45.10903923,43.53432147
CG3649,0.872020299,1.315011533,0.764833402
CG3650,0,0.052041256,0.072097074
CG3651,100.4319907,185.8036611,170.8972586
CG3652,24.43070299,24.94884577,24.03122157
CG3655,72.91109813,114.0918915,90.12007402
CG3662,163.2428171,212.6249846,202.9819294
CG3663,9.567122564,12.09480632,9.425673906
CG3669,0,0,0
CG3678,12.1392669,6.950631314,5.870396397
CG3679,46.29327456,63.10506217,48.46740532
CG3680,33.36125086,20.04550635,20.56230497
CG3687,0.031214078,0,0
CG3689,270.2199842,310.0660165,262.9524989
CG3690,0.153506975,0.268795863,0.170181775
CG3698,0.155741409,0.268795863,0.340237382
CG3699,0.062428157,0.239828081,0.219161041
CG3700,30.30409712,29.14650457,26.07942794
CG3702,90.44622562,75.3758667,60.49565187
CG3703,33.84599728,46.92358137,43.70041267
CG3704,123.1380456,239.1965556,221.418415
CG3706,0.79086617,3.832362502,4.37036933
CG3708,6.502110344,8.25974854,8.836484289
CG3709,24.85440519,32.1891549,28.6576383
CG3711,105.478346,180.493916,166.0097274
CG3713,0.093313253,0.089598621,0.0326949
CG3714,51.51066433,89.50768756,101.1892708
CG3719,19.05038121,28.41961476,27.62041474
CG3726,7.347692566,5.33516086,5.177786237
CG3731,352.0706351,415.6073492,421.9561025
CG3732,111.7912931,106.6422591,95.46555129
CG3734,0,0.231238498,0.175609897
CG3735,36.71382508,38.22712459,33.33274649
CG3739,0.349400202,0.156123767,0.519684735
CG3740,16.62264781,31.08719519,30.48935169
CG3744,67.32024009,101.4785369,94.18713223
CG3746,0,0,0
CG3748,0.031214078,0,0
CG3756,62.68646847,53.93721156,46.62988452
CG3760,222.9122157,179.7404522,153.7101691
CG3764,49.19466837,30.86066698,28.95610757
CG3769,0.314998962,0,0.148343119
CG3770,9.375642568,9.580150626,10.08995658
CG3773,24.8610067,31.6284897,31.76754105
CG3775,0.127090749,1.202339437,0.647594518
CG3776,62.95371523,89.72832146,91.65610327
CG3777,0.38797555,0.141639877,0.414892761
CG3781,10.57028364,22.07090879,23.34648027
CG3788,22.75583799,26.29113731,22.34720299
CG3790,9.363244324,21.95974796,20.05685175
CG3792,46.13912401,42.45392768,40.98724142
CG3793,43.83727757,56.23493614,54.36315693
CG3795,0.059864739,0,0
CG3797,81.34543766,91.3572683,73.04758927
CG3800,2918.565557,2324.487863,1787.80932
CG3803,27.84262044,30.04888884,26.84853648
CG3808,39.34041256,43.65339533,39.11304541
CG3809,0.064662592,0,0.038123022
CG3812,47.07195027,53.67058144,50.69448631
CG3814,5.600362574,14.71943883,13.77938897
CG3815,71.35009858,119.5089182,122.3902652
CG3817,50.48478622,43.90838757,35.24244884
CG3819,0.062428157,0.225344191,0.311817619
CG3822,39.66014093,50.89859126,54.95639436
CG3823,0.603910682,0.193681133,0.263991338
CG3829,11.87834542,113.7131188,114.0801179
CG3831,4.312498113,6.846548802,5.880848061
CG3835,1.904874621,3.42782107,1.15545537
CG3838,18.77362861,36.79994471,32.49613613
CG3841,0.123574605,0,0
CG3842,0.187284471,0.476960886,0.314375923
CG3847,171.7158164,135.3843988,118.2259933
CG3857,5.024239688,11.06576982,9.75380978
CG3860,18.98804335,21.7017332,22.10430111
CG3862,15.7820127,21.19849981,18.6838844
CG3868,0.888977275,0.268795863,0.364634342
CG3876,6.992234655,7.144312447,6.910733507
CG3880,1.853323878,2.161651763,2.255627991
CG3887,123.0538516,129.6505908,122.2202357
CG3894,15.43290682,27.76396038,27.22583696
CG3902,5.442522749,1.277454167,0.412460624
CG3906,0,0,0.0326949
CG3907,43.66904849,36.35414313,32.23956816
CG3909,36.80415362,33.76386896,25.39817167
CG3916,0.031214078,0,0
CG3918,105.790523,180.1306605,158.5201055
CG3919,7.156165541,20.58579336,21.26084871
CG3921,2.809890368,0.462476995,0.116927371
CG3925,22.60429456,31.50672427,33.26937723
CG3927,0,0,0.296686238
CG3939,83.06112061,111.3472071,105.9167591
CG3940,1.025005763,0.50003436,0.48539917
CG3942,0.031214078,0,0
CG3955,5.893153207,0.679231602,0.364634342
CG3961,11.36406651,1.687889907,1.536500246
CG3964,25.628631,39.89244477,28.28654902
CG3967,75.44724001,56.08402641,52.2696573
CG3982,2.323803712,2.268933305,1.762368561
CG3984,7.676517417,3.286684946,2.351592066
CG3987,1.628451007,0.589632981,0.649185183
CG3995,30.48026505,28.53548588,27.36309679
CG3999,0.847214765,1.054805254,0.807231561
CG4000,0.092360527,0,0
CG40002,28.46138722,33.11259763,27.80638324
CG40005,0.093313253,0.179197242,1.588660055
CG40006,0.066897027,1.627259067,2.267856454
CG4004,39.47842443,51.60527938,52.51471369
CG40042,162.1674215,118.3118186,101.9389311
CG40045,195.0809195,185.8628065,152.6103938
CG4009,0.187284471,0.07511473,0.419353244
CG40127,81.34818695,72.90720722,56.80593327
CG40155,1.044060718,0,0.038123022
CG40160,9.317931448,27.71123886,24.08228679
CG4017,0.510268447,0.141639877,0.267828794
CG40178,44.53468411,47.32643503,53.0366963
CG40188,0,0,0
CG4019,2.134716021,0.679231602,0.103512822
CG40191,101.4075074,105.7789435,96.318556
CG40198,0.093642235,0,0
CG4020,3.273893213,2.7314103,2.461248315
CG40204,0.601971007,0.104082512,0.077525197
CG4021,0.031214078,0,0.038123022
CG4022,51.21380182,49.86617922,50.45077792
CG40228,73.88942429,72.33256188,51.3645089
CG40245,0,0,0
CG40249,0.031214078,0,0
CG4025,29.72186088,39.41127735,39.61681647
CG40298,0,0,0.076246044
CG4036,25.59037515,48.98654118,53.13637037
CG40378,1.938323135,0.447993105,0.60007975
CG4038,128.3780049,95.52495181,84.8309056
CG4041,78.21619477,136.415954,117.7350932
CG4042,16.06425446,17.49009427,16.69349301
CG40439,0.500343759,0.442098798,2.933882041
CG4045,65.76829173,64.74579762,59.95792266
CG40467,0.316280671,0.650263821,0.773131342
CG40470,0.964154075,1.433577935,1.565231521
CG40472,23.97979673,34.27468442,27.04793858
CG40485,0.557452552,0.07511473,0.038123022
CG40486,0,0.052041256,0
CG4049,64.66282288,66.91367093,59.62392307
CG40498,20.08099118,1.32090584,0.847786721
CG4050,137.5643315,132.373235,108.5581932
CG4053,0,0,0
CG40551,0,0,0
CG40583,0,0,0
CG4061,63.55123921,110.0581151,94.22881902
CG40635,0,0,0
CG4065,70.85485822,96.35861941,93.17117725
CG4066,0,0,0.039402174
CG4069,70.32106507,69.13411503,59.91743528
CG4073,0,0,0
CG4074,6.241520303,6.52032113,7.014684009
CG4078,47.46045681,62.98868729,58.23104295
CG4080,46.2444171,43.86846217,40.94294266
CG40801,0,0,0
CG40813,0,0,0
CG4089,4.32695968,5.271330991,5.167367673
CG4091,39.57938134,61.38651671,52.95807651
CG40930,0,0,0
CG40936,0,0,0
CG40948,0,0,0
CG4095,1.488577393,3.670344428,4.105687978
CG4096,6.224870459,56.77824566,114.5223675
CG40968,0,0,0
CG4098,16.5239814,19.48703268,17.89365251
CG40992,0,0,0
CG4101,9.729964706,8.25974854,7.311555593
CG41020,0,0,0
CG41056,0.062428157,0,0
CG41087,0.473927533,0.037557365,0.039402174
CG41099,122.8259269,199.5124008,179.4870971
CG41106,0.031214078,0,0
CG41128,48.68861152,48.45469302,33.84639677
CG4115,0.19175334,0.179197242,0.838521142
CG4116,0,0,0
CG4119,240.8837689,216.5774247,211.8517879
CG41242,0,0,0
CG41281,0.412781085,0,0
CG41284,0,0,0
CG4133,19.65170706,0.994174414,1.232854399
CG41343,0.578118199,0.104082512,0.0326949
CG41367,0,0,0
CG41378,12.01846018,18.79701997,18.2162088
CG41423,0,0,0
CG41434,0.061146448,0,0
CG41497,0,0,0
CG4151,0,0,0
CG41518,0.192706066,0,0
CG41520,0.25161808,0.656158128,1.535936398
CG41527,0.446887564,0.052041256,0.251855941
CG41561,0,0,0
CG41562,0,0,0
CG4159,36.89858984,27.53541716,28.46739309
CG4161,0.227436289,1.517282249,2.305230283
CG4164,77.52266932,68.33951605,60.43430157
CG4165,148.7615553,127.1345746,116.5110683
CG4168,5.085273988,0.245722388,0.076246044
CG4169,253.6339379,200.3627954,165.1493673
CG4174,0,0,0.0326949
CG4186,4.413659924,4.739633572,4.116704277
CG4194,2.527511276,5.346445721,3.792877429
CG4198,0.253852514,0.089598621,0.295407085
CG4199,43.70000001,66.24353266,85.20403211
CG4203,27.35338041,27.61254691,28.01540413
CG4210,5.419099136,11.87586019,16.37416053
CG4213,34.4624159,81.35051027,99.04975165
CG4218,0,0,0
CG4221,9.944165062,12.86633182,12.4167479
CG42231,0,0,0
CG42232,553.8300443,366.1123309,430.5391994
CG42233,21.9940537,24.96703244,22.29329167
CG42235,0.677511013,1.130423737,0.29381642
CG42237,0.29209888,0.231238498,0.630216345
CG42238,33.22127502,30.42866903,25.48116668
CG42239,25.71125893,27.4978598,22.69126923
CG42240,4.609735764,1.436776965,1.222839627
CG42245,0,0,0
CG42246,0,0,0
CG42249,0.062428157,0.141639877,0.103512822
CG42254,14.00189172,15.88102187,19.80875768
CG42255,0.596254651,1.277454167,0.953857847
CG42258,83.45336302,93.66018114,122.5881536
CG42259,7.155008351,18.87853276,18.43674127
CG42260,60.21582898,187.2599079,230.8518898
CG42261,26.32219574,0.104082512,0
CG42263,0,0,0
CG42264,0.638935664,0.468371302,0.343233367
CG42265,39.29667659,109.1447474,134.9856657
CG42266,0.65322699,0.462476995,0.935856649
CG42268,55.52648702,2.668084184,1.464588517
CG42269,0.515258828,0.491444777,0.376769739
CG42271,41.49894515,59.70789665,57.71643312
CG42272,2.50635834,1.852603258,2.17227088
CG42284,0.064662592,0,0
CG42287,0.062428157,0.07511473,0.070817922
CG42288,0.031214078,0.052041256,0
CG4229,0,0,0
CG42296,0.031214078,0,0.038123022
CG42299,0.033448513,0.193681133,0.717007121
CG4230,55.43917137,26.94729544,23.56037246
CG42300,0.51089219,1.014552612,2.655230102
CG42302,0,0,0
CG42304,0,0,0
CG42305,0,0,0
CG42306,0,0,0
CG42307,0,0,0
CG42308,0,0,0
CG42313,11.78689637,0.156123767,0
CG42319,0.377427119,0.543486033,0.136207722
CG42321,42.00176448,87.8251882,80.78184652
CG42322,20.35666697,3.419231486,2.10591344
CG42323,0,0.260206279,0.191894263
CG42324,17.85559421,28.37732133,39.08667068
CG42326,0.256415932,0.07511473,0.187745293
CG42327,15.04210731,42.9155479,42.79462455
CG42329,0.574931038,2.980331718,3.659548122
CG42331,0.309577367,0.202270716,0.323953015
CG42335,0.626481781,0.037557365,0.103512822
CG42336,52.39432181,45.16495978,41.46019447
CG42337,12.8641892,3.50613483,1.700816218
CG42339,8.357227526,0.447993105,0.266861155
CG42340,13.38649182,9.277500181,11.97895577
CG42342,519.0796979,715.6754432,807.3150603
CG42343,5.237726005,0.037557365,0.0326949
CG42346,16.67705874,0.104082512,0.153771241
CG42353,0,0,0
CG42354,0.915064518,1.254380693,1.44786647
CG42355,0,0,0
CG42356,0.031214078,0,0
CG42357,0,0,0
CG42358,46.2186778,40.08040811,39.10530272
CG42359,14.5001812,10.42948613,9.019297531
CG42360,42.56831019,78.39156426,76.50841829
CG42361,13.09587911,15.78872797,16.33030647
CG42362,0,0,0
CG42363,0,0,0
CG42364,0.098111105,0.104082512,0.0326949
CG42365,4.038705926,10.84951896,14.25155893
CG42366,0.339509736,0.901880516,0.927870222
CG42367,0,0,0
CG42368,3.88171703,0.335321009,1.059802807
CG42369,0.304121549,5.011124712,1.707835005
CG42370,0.133794053,0.216754607,0.104791974
CG42371,0,0,0
CG42372,0,0,0
CG42374,0,0,0
CG42375,0,0,0
CG42376,17.73300366,21.38628664,19.24165827
CG42379,0,0,0
CG4238,18.78953063,43.62913784,43.98880877
CG42380,0,0,0
CG42381,0,0,0
CG42382,22.8291555,27.36800854,27.83548599
CG42383,0,0,0
CG42388,1.428746876,1.245791109,0.75385099
CG42389,60.17654081,46.40820635,51.42832523
CG4239,19.73255406,40.39197538,43.11422061
